"tweet","text","location"
80,"Here is @BrianKempGA  GET OUT OF JAIL CARD:
1. Order special session of legislature.
2.  Void unlawful election - cast electoral vote for @realDonaldTrump.
3. Schedule all down ballot races for 1/21 election.
4. Demand @KLoeffler resign.
5. Appoint @RepDougCollins
6. Then resign.","North Carolina"
81,"Collins: Georgia Can’t Properly Certify Election Without Verifying Signatures. It’s been a shit show since the Ga Audit started. Ga is overrun with Rino’s who don’t care about having fair elections.  https://t.co/Yc5P2qBZJH via @epochtimes","North Carolina"
82,"And Sleepy Joe would have 17 nice white circles with only 50% filled!
ELECTION WAS RIGGED!","North Carolina"
83,"I wonder why Twitter isn’t fact checking this? Could it be because he’s 100% right?","North Carolina"
84,"We went from 4 years of Russia rigged the election, to elections can’t be rigged really fast didn’t we???","North Carolina"
85,"Pennsylvania’s anti-Trump Secretary of State says “no recount”!

Meanwhile, she has been rebuked by courts for unconstitutionally interfering in the election process. 

She oversaw an election beset by equal protection violations!

Litigation continues‼️","North Carolina"
86,"Because it goes against the media’s desired outcomes and therefore merits no discussion or acknowledgment.","North Carolina"
87,"If you thought they were going to stop calling you Nazis after the election, the party of unity has spoken:","North Carolina"
88,"You could prove election fraud over and over again and it would still be disputed by those who committed it.","North Carolina"
89,"The refusal of Republican leaders to acknowledge the results of the presidential election is not just an attack on Biden. It is an attack on American democracy, and shows the degree to which the Republican party is moving toward authoritarianism.","North Carolina"
90,"Thanks to the Navajo nation for flipping Arizona blue and saving our country from a fascist moron cult. #Arizona #NavajoNation 
https://t.co/UWtYTpXiCZ","North Carolina"
91,"An unverified ballot is an unverified vote. Unverified votes make for unverified election results. Unverified election results undermine faith in democracy itself #Election2020results","North Carolina"
92,"Hundreds of thousands of people showing their support in D.C. They will not stand for a Rigged and Corrupt Election!","North Carolina"
93,"People are not going to stand for having this Election stolen from them by a privately owned Radical Left company, Dominion, and many other reasons!","North Carolina"
94,"Fools and losers.....","North Carolina"
95,"Donald Trump has sexually harassed more women than confirmed cases of voter fraud in the election.","North Carolina"
96,"Baseless? There were seven guilty pleas and five people were sent to prison.","North Carolina"
